Date,Price,Open,High,Low,Vol.,Change %
8/22/2024,0.3763,0.3689,0.3774,0.3643,148.45M,2.01%
8/21/2024,0.3689,0.3433,0.3773,0.3429,203.94M,7.47%
8/20/2024,0.3433,0.3366,0.3482,0.3358,141.01M,1.95%
8/19/2024,0.3367,0.3344,0.3376,0.3281,139.33M,0.71%
8/18/2024,0.3343,0.3373,0.3398,0.3327,97.90M,-0.88%
8/17/2024,0.3373,0.3303,0.3387,0.3274,107.96M,2.11%
8/16/2024,0.3303,0.3249,0.3453,0.3204,194.36M,1.68%
8/15/2024,0.3249,0.3353,0.3417,0.3209,166.11M,-3.13%
8/14/2024,0.3354,0.3399,0.3455,0.3316,139.01M,-1.35%
8/13/2024,0.3399,0.339,0.3448,0.3308,137.40M,0.27%
8/12/2024,0.339,0.3277,0.3443,0.3268,181.76M,3.50%
8/11/2024,0.3276,0.3458,0.3564,0.3271,140.15M,-5.26%
8/10/2024,0.3457,0.3484,0.3514,0.3443,109.03M,-0.74%
8/9/2024,0.3483,0.3517,0.3543,0.3369,180.45M,-0.94%
8/8/2024,0.3516,0.3239,0.3533,0.3191,205.69M,8.69%
8/7/2024,0.3235,0.3311,0.3408,0.3163,217.86M,-2.26%
8/6/2024,0.331,0.3117,0.3367,0.3115,271.33M,6.19%
8/5/2024,0.3117,0.3441,0.3458,0.2771,816.56M,-9.39%
8/4/2024,0.344,0.3646,0.3674,0.3343,195.67M,-5.62%
8/3/2024,0.3645,0.3637,0.373,0.3493,185.24M,0.22%
8/2/2024,0.3637,0.3927,0.3951,0.3589,229.52M,-7.40%
8/1/2024,0.3928,0.3882,0.3957,0.3689,186.64M,1.17%
7/31/2024,0.3883,0.4014,0.4077,0.3872,143.98M,-3.28%
7/30/2024,0.4014,0.4034,0.4075,0.3951,147.68M,-0.48%
7/29/2024,0.4034,0.4073,0.427,0.4034,166.33M,-0.97%
7/28/2024,0.4073,0.4173,0.4206,0.4046,155.37M,-2.39%
7/27/2024,0.4173,0.4173,0.4291,0.4134,247.22M,0.00%
7/26/2024,0.4173,0.3948,0.4198,0.3946,133.62M,5.68%
7/25/2024,0.3948,0.4062,0.4082,0.3818,179.67M,-2.81%
7/24/2024,0.4062,0.4099,0.4215,0.404,182.57M,-0.89%
7/23/2024,0.4099,0.4262,0.4295,0.4032,175.78M,-3.84%
7/22/2024,0.4263,0.447,0.4499,0.424,161.90M,-4.64%
7/21/2024,0.447,0.4373,0.4487,0.4174,162.41M,2.21%
7/20/2024,0.4373,0.439,0.4419,0.4276,124.58M,-0.35%
7/19/2024,0.4389,0.4235,0.4427,0.4149,164.66M,3.64%
7/18/2024,0.4234,0.4359,0.4495,0.4201,162.29M,-2.86%
7/17/2024,0.4359,0.438,0.4561,0.4356,186.42M,-0.49%
7/16/2024,0.4381,0.4449,0.4522,0.4267,223.38M,-1.61%
7/15/2024,0.4452,0.4318,0.4456,0.4312,216.47M,3.09%
7/14/2024,0.4319,0.4414,0.4448,0.4253,178.80M,-2.15%
7/13/2024,0.4414,0.4165,0.4457,0.4115,176.16M,5.93%
7/12/2024,0.4166,0.3959,0.4178,0.3932,191.58M,5.24%
7/11/2024,0.3959,0.3885,0.4047,0.385,177.81M,1.87%
7/10/2024,0.3886,0.3754,0.3899,0.372,148.90M,3.54%
7/9/2024,0.3754,0.3691,0.3808,0.3629,160.25M,1.69%
7/8/2024,0.3691,0.3464,0.3799,0.3311,290.58M,6.57%
7/7/2024,0.3464,0.371,0.3713,0.3446,161.72M,-6.65%
7/6/2024,0.371,0.3498,0.3731,0.3466,179.40M,6.08%
7/5/2024,0.3498,0.3621,0.3621,0.3192,469.67M,-3.41%
7/4/2024,0.3621,0.4069,0.4137,0.3617,259.57M,-11.02%
7/3/2024,0.4069,0.4183,0.423,0.4007,189.92M,-2.73%
7/2/2024,0.4184,0.4032,0.4197,0.4028,145.09M,3.75%
7/1/2024,0.4032,0.3925,0.4084,0.3916,152.75M,2.75%
6/30/2024,0.3924,0.384,0.3943,0.3789,119.34M,2.19%
6/29/2024,0.384,0.3858,0.4037,0.3835,151.05M,-0.45%
6/28/2024,0.3858,0.3913,0.3966,0.3853,180.88M,-1.40%
6/27/2024,0.3913,0.3849,0.3938,0.3778,167.84M,1.65%
6/26/2024,0.3849,0.3918,0.3954,0.3832,167.45M,-1.75%
6/25/2024,0.3918,0.3777,0.3972,0.3771,163.42M,3.70%
6/24/2024,0.3778,0.3801,0.3816,0.3651,230.16M,-0.60%
6/23/2024,0.3801,0.3846,0.3932,0.3795,125.33M,-1.19%
6/22/2024,0.3846,0.3759,0.3904,0.3715,149.60M,2.33%
6/21/2024,0.3759,0.3843,0.3909,0.3739,173.06M,-2.18%
6/20/2024,0.3843,0.3845,0.3973,0.3775,175.24M,-0.06%
6/19/2024,0.3845,0.3836,0.3978,0.3803,182.49M,0.24%
6/18/2024,0.3836,0.4012,0.4024,0.3613,333.22M,-4.39%
6/17/2024,0.4012,0.4168,0.4207,0.392,215.28M,-3.74%
6/16/2024,0.4168,0.414,0.419,0.4093,98.34M,0.68%
6/15/2024,0.414,0.4119,0.4156,0.4083,122.92M,0.51%
6/14/2024,0.4119,0.4211,0.4247,0.401,202.93M,-2.19%
6/13/2024,0.4211,0.4377,0.4391,0.4192,203.09M,-3.80%
6/12/2024,0.4377,0.422,0.4444,0.4147,216.67M,3.74%
6/11/2024,0.422,0.4406,0.4416,0.4134,241.27M,-4.22%
6/10/2024,0.4406,0.4442,0.4506,0.4353,159.82M,-0.81%
6/9/2024,0.4442,0.4367,0.4461,0.4321,100.15M,1.70%
6/8/2024,0.4368,0.4493,0.4493,0.4326,175.00M,-2.79%
6/7/2024,0.4493,0.4581,0.4899,0.4305,333.15M,-1.91%
6/6/2024,0.4581,0.4612,0.4621,0.4511,119.71M,-0.69%
6/5/2024,0.4612,0.4615,0.4653,0.4572,136.54M,-0.05%
6/4/2024,0.4615,0.4573,0.4654,0.4528,137.10M,0.91%
6/3/2024,0.4573,0.4466,0.4628,0.4435,148.25M,2.39%
6/2/2024,0.4466,0.45,0.4539,0.4409,126.02M,-0.76%
6/1/2024,0.45,0.447,0.4532,0.4452,88.99M,0.67%
5/31/2024,0.447,0.4465,0.4557,0.444,138.62M,0.12%
5/30/2024,0.4465,0.4512,0.4556,0.4435,167.50M,-1.07%
5/29/2024,0.4513,0.4576,0.4639,0.4507,164.77M,-1.35%
5/28/2024,0.4575,0.4684,0.4693,0.4524,192.63M,-2.32%
5/27/2024,0.4683,0.4582,0.4747,0.4567,149.30M,2.22%
5/26/2024,0.4582,0.4623,0.4629,0.4559,114.70M,-0.90%
5/25/2024,0.4623,0.46,0.4647,0.4573,120.42M,0.51%
5/24/2024,0.46,0.4657,0.4695,0.4543,175.83M,-1.23%
5/23/2024,0.4657,0.4835,0.4884,0.447,261.50M,-3.66%
5/22/2024,0.4834,0.4947,0.4953,0.4751,185.34M,-2.30%
5/21/2024,0.4947,0.5021,0.51,0.4908,235.59M,-1.46%
5/20/2024,0.5021,0.4672,0.5029,0.4609,230.23M,7.45%
5/19/2024,0.4672,0.4821,0.4835,0.4648,110.65M,-3.08%
5/18/2024,0.4821,0.4822,0.4858,0.4758,108.35M,-0.01%
5/17/2024,0.4822,0.4596,0.4905,0.4551,189.41M,4.90%
5/16/2024,0.4596,0.4526,0.4627,0.4489,176.28M,1.56%
5/15/2024,0.4526,0.4284,0.4548,0.4263,167.21M,5.66%
5/14/2024,0.4283,0.4368,0.4384,0.4262,158.16M,-1.93%
5/13/2024,0.4368,0.4377,0.4528,0.4252,198.93M,-0.22%
5/12/2024,0.4377,0.4389,0.4432,0.4339,88.37M,-0.27%
5/11/2024,0.4389,0.4479,0.4509,0.438,109.64M,-2.01%
5/10/2024,0.4479,0.4635,0.4682,0.4436,164.41M,-3.37%
5/9/2024,0.4635,0.4519,0.4644,0.4477,156.61M,2.57%
5/8/2024,0.4519,0.4416,0.4686,0.4369,240.32M,2.35%
5/7/2024,0.4416,0.454,0.4562,0.441,165.01M,-2.75%
5/6/2024,0.454,0.4579,0.4749,0.4519,175.22M,-0.85%
5/5/2024,0.4579,0.4632,0.4659,0.4523,127.87M,-1.13%
5/4/2024,0.4632,0.4671,0.4756,0.4625,128.18M,-0.84%
5/3/2024,0.4671,0.4578,0.4732,0.4464,176.27M,2.01%
5/2/2024,0.4579,0.4502,0.4614,0.4389,183.53M,1.71%
5/1/2024,0.4502,0.4411,0.4572,0.4188,268.71M,2.03%
4/30/2024,0.4412,0.4571,0.4629,0.4263,215.29M,-3.48%
4/29/2024,0.4571,0.46,0.4636,0.4469,156.74M,-0.63%
4/28/2024,0.46,0.4674,0.4783,0.4585,133.08M,-1.58%
4/27/2024,0.4674,0.4631,0.4697,0.4482,167.67M,0.98%
4/26/2024,0.4629,0.4705,0.4788,0.461,165.03M,-1.63%
4/25/2024,0.4705,0.4747,0.4798,0.463,175.13M,-0.88%
4/24/2024,0.4747,0.5,0.5104,0.4693,246.99M,-5.07%
4/23/2024,0.5,0.5166,0.5211,0.4973,185.29M,-3.22%
4/22/2024,0.5166,0.501,0.5224,0.4949,184.35M,3.22%
4/21/2024,0.5005,0.5072,0.5123,0.4876,167.86M,-1.30%
4/20/2024,0.5071,0.4681,0.508,0.4649,255.26M,8.41%
4/19/2024,0.4678,0.458,0.4753,0.424,317.01M,2.16%
4/18/2024,0.4579,0.4441,0.4605,0.4347,224.44M,3.09%
4/17/2024,0.4441,0.4584,0.4648,0.4278,277.33M,-3.11%
4/16/2024,0.4584,0.4609,0.4779,0.4396,264.30M,-0.54%
4/15/2024,0.4609,0.4672,0.4949,0.4395,364.45M,-1.37%
4/14/2024,0.4673,0.4444,0.4775,0.4332,492.50M,5.15%
4/13/2024,0.4444,0.5027,0.5161,0.4006,592.66M,-11.60%
4/12/2024,0.5027,0.5859,0.5922,0.4549,531.55M,-14.20%
4/11/2024,0.5859,0.5864,0.5945,0.5757,142.41M,-0.08%
4/10/2024,0.5864,0.5913,0.594,0.5602,213.61M,-0.82%
4/9/2024,0.5913,0.614,0.6241,0.5904,205.88M,-3.71%
4/8/2024,0.614,0.5892,0.6166,0.5794,169.73M,4.21%
4/7/2024,0.5892,0.5837,0.5967,0.5818,123.48M,0.95%
4/6/2024,0.5837,0.574,0.589,0.5717,105.10M,1.68%
4/5/2024,0.574,0.5831,0.5847,0.56,193.54M,-1.56%
4/4/2024,0.5831,0.5693,0.5964,0.5598,219.35M,2.41%
4/3/2024,0.5694,0.5806,0.5944,0.5627,208.54M,-1.92%
4/2/2024,0.5806,0.6211,0.6213,0.5744,292.41M,-6.53%
4/1/2024,0.6211,0.6501,0.6513,0.6057,242.99M,-4.46%
3/31/2024,0.6501,0.6438,0.6534,0.642,120.58M,0.99%
3/30/2024,0.6438,0.664,0.6689,0.6419,153.51M,-3.05%
3/29/2024,0.664,0.6509,0.6673,0.6361,208.83M,2.03%
3/28/2024,0.6508,0.6478,0.6578,0.6353,167.82M,0.46%
3/27/2024,0.6478,0.6649,0.6709,0.6308,232.46M,-2.57%
3/26/2024,0.6649,0.6567,0.6831,0.6521,213.38M,1.24%
3/25/2024,0.6567,0.6467,0.668,0.6382,209.50M,1.54%
3/24/2024,0.6467,0.6231,0.6478,0.6228,148.69M,3.79%
3/23/2024,0.6231,0.6147,0.6391,0.6105,153.96M,1.36%
3/22/2024,0.6147,0.6318,0.6424,0.5994,227.83M,-2.68%
3/21/2024,0.6317,0.6394,0.6481,0.6181,256.55M,-1.19%
3/20/2024,0.6393,0.5867,0.6434,0.5699,388.05M,8.95%
3/19/2024,0.5868,0.6602,0.6659,0.5801,455.50M,-11.11%
3/18/2024,0.6601,0.6813,0.6986,0.6426,288.40M,-3.06%
3/17/2024,0.681,0.6592,0.6879,0.6303,277.89M,3.29%
3/16/2024,0.6593,0.727,0.7339,0.6517,343.89M,-9.30%
3/15/2024,0.7269,0.7508,0.7641,0.673,450.32M,-3.18%
3/14/2024,0.7508,0.7645,0.8097,0.7147,512.88M,-1.79%
3/13/2024,0.7645,0.7482,0.7726,0.7364,253.72M,2.18%
3/12/2024,0.7482,0.7736,0.7757,0.7094,313.09M,-3.29%
3/11/2024,0.7736,0.7168,0.7876,0.688,416.66M,7.93%
3/10/2024,0.7167,0.7417,0.7438,0.7001,192.83M,-3.37%
3/9/2024,0.7418,0.7229,0.7455,0.7214,192.44M,2.60%
3/8/2024,0.723,0.743,0.7541,0.6997,296.68M,-2.66%
3/7/2024,0.7427,0.7348,0.7546,0.7189,294.81M,1.08%
3/6/2024,0.7348,0.6932,0.7559,0.6652,394.44M,5.99%
3/5/2024,0.6932,0.7697,0.7828,0.5861,727.79M,-9.89%
3/4/2024,0.7693,0.728,0.798,0.7236,497.47M,5.67%
3/3/2024,0.728,0.7413,0.7417,0.69,288.59M,-1.79%
3/2/2024,0.7413,0.7189,0.7634,0.7177,382.09M,3.16%
3/1/2024,0.7187,0.654,0.7196,0.6531,320.09M,9.89%
2/29/2024,0.654,0.6289,0.7083,0.6228,605.13M,3.98%
2/28/2024,0.6289,0.6239,0.6603,0.5983,442.95M,0.85%
2/27/2024,0.6236,0.6193,0.6296,0.6084,275.64M,0.70%
2/26/2024,0.6193,0.5913,0.622,0.5736,236.64M,4.74%
2/25/2024,0.5913,0.5968,0.6004,0.5807,134.74M,-0.92%
2/24/2024,0.5968,0.5822,0.5996,0.57,152.68M,2.49%
2/23/2024,0.5822,0.5862,0.5951,0.5689,185.59M,-0.68%
2/22/2024,0.5862,0.5988,0.6078,0.5809,206.50M,-2.09%
2/21/2024,0.5987,0.6219,0.6235,0.5752,212.86M,-3.73%
2/20/2024,0.622,0.6306,0.6407,0.5969,315.25M,-1.34%
2/19/2024,0.6305,0.619,0.6381,0.6151,239.19M,1.85%
2/18/2024,0.619,0.6094,0.6389,0.6094,270.19M,1.57%
2/17/2024,0.6094,0.5987,0.6105,0.569,187.50M,1.80%
2/16/2024,0.5987,0.6086,0.6127,0.5828,217.28M,-1.63%
2/15/2024,0.6086,0.5768,0.6118,0.571,319.50M,5.52%
2/14/2024,0.5768,0.5448,0.5817,0.5398,247.42M,5.84%
2/13/2024,0.5449,0.5593,0.5644,0.5344,207.31M,-2.57%
2/12/2024,0.5593,0.5414,0.5653,0.531,222.13M,3.31%
2/11/2024,0.5414,0.5515,0.5652,0.5359,228.88M,-1.83%
2/10/2024,0.5515,0.5405,0.5571,0.5285,182.43M,2.04%
2/9/2024,0.5405,0.5299,0.5479,0.528,238.09M,1.99%
2/8/2024,0.5299,0.5022,0.5359,0.5022,309.23M,5.51%
2/7/2024,0.5022,0.4983,0.5024,0.4741,250.33M,0.79%
2/6/2024,0.4983,0.4943,0.504,0.4891,137.16M,0.83%
2/5/2024,0.4942,0.4934,0.506,0.4875,133.31M,0.15%
2/4/2024,0.4934,0.5124,0.5124,0.4934,108.60M,-3.71%
2/3/2024,0.5124,0.5145,0.5256,0.5119,134.06M,-0.40%
2/2/2024,0.5145,0.5077,0.5243,0.5043,200.12M,1.34%
2/1/2024,0.5077,0.4979,0.5082,0.4863,192.20M,1.96%
1/31/2024,0.4979,0.5138,0.5202,0.4937,224.12M,-3.11%
1/30/2024,0.5139,0.526,0.5363,0.5127,226.29M,-2.28%
1/29/2024,0.5259,0.4902,0.528,0.4843,208.85M,7.28%
1/28/2024,0.4902,0.4862,0.5004,0.4838,180.52M,0.83%
1/27/2024,0.4862,0.4848,0.4898,0.4759,132.41M,0.29%
1/26/2024,0.4848,0.4665,0.4901,0.463,198.38M,3.93%
1/25/2024,0.4665,0.4764,0.4837,0.4591,176.60M,-2.10%
1/24/2024,0.4765,0.4774,0.4803,0.4644,198.50M,-0.19%
1/23/2024,0.4774,0.4786,0.4861,0.4479,260.29M,-0.25%
1/22/2024,0.4786,0.5032,0.506,0.4772,192.03M,-4.84%
1/21/2024,0.503,0.5161,0.5203,0.5024,95.25M,-2.54%
1/20/2024,0.5161,0.5043,0.5177,0.499,133.78M,2.33%
1/19/2024,0.5043,0.5024,0.5051,0.4715,180.20M,0.39%
1/18/2024,0.5024,0.5282,0.5282,0.4968,149.08M,-4.89%
1/17/2024,0.5282,0.5357,0.5395,0.5222,116.30M,-1.40%
1/16/2024,0.5357,0.5275,0.5482,0.5259,122.21M,1.56%
1/15/2024,0.5274,0.5251,0.5414,0.5232,115.90M,0.43%
1/14/2024,0.5252,0.5491,0.5501,0.5241,125.19M,-4.35%
1/13/2024,0.5491,0.5478,0.5538,0.5317,133.30M,0.24%
1/12/2024,0.5477,0.582,0.5887,0.5323,215.67M,-5.86%
1/11/2024,0.5819,0.5654,0.6167,0.5609,360.61M,2.92%
1/10/2024,0.5654,0.5124,0.5891,0.4898,348.28M,10.36%
1/9/2024,0.5123,0.5413,0.5432,0.497,220.96M,-5.35%
1/8/2024,0.5412,0.494,0.5431,0.4648,271.31M,9.57%
1/7/2024,0.494,0.5226,0.5299,0.488,166.88M,-5.48%
1/6/2024,0.5226,0.5414,0.5425,0.5073,204.49M,-3.47%
1/5/2024,0.5414,0.5698,0.5725,0.5246,235.32M,-4.99%
1/4/2024,0.5699,0.5568,0.5779,0.5497,241.37M,2.34%
1/3/2024,0.5568,0.6049,0.6185,0.5013,401.44M,-7.94%
1/2/2024,0.6049,0.6232,0.6368,0.602,227.37M,-2.87%
1/1/2024,0.6228,0.5943,0.6238,0.5907,129.57M,4.78%
12/31/2023,0.5943,0.6011,0.6099,0.5803,138.67M,-1.12%
12/30/2023,0.6011,0.6083,0.613,0.5934,129.84M,-1.19%
12/29/2023,0.6083,0.616,0.6256,0.5934,238.99M,-1.25%
12/28/2023,0.616,0.6333,0.676,0.6101,377.12M,-2.76%
12/27/2023,0.6335,0.6083,0.6428,0.5851,276.44M,4.14%
12/26/2023,0.6083,0.6243,0.6272,0.5722,265.52M,-2.56%
12/25/2023,0.6243,0.5915,0.6349,0.5897,200.82M,5.56%
12/24/2023,0.5914,0.6129,0.6281,0.5896,259.27M,-3.50%
12/23/2023,0.6128,0.6226,0.6229,0.5977,161.52M,-1.57%
12/22/2023,0.6226,0.6354,0.6505,0.6067,254.96M,-2.02%
12/21/2023,0.6354,0.5897,0.6393,0.5821,267.64M,7.75%
12/20/2023,0.5897,0.5759,0.6095,0.5691,234.84M,2.38%
12/19/2023,0.576,0.6027,0.617,0.5667,239.29M,-4.44%
12/18/2023,0.6027,0.5803,0.6027,0.5451,245.75M,3.86%
12/17/2023,0.5803,0.6082,0.618,0.5775,169.49M,-4.58%
12/16/2023,0.6082,0.6004,0.6255,0.5874,190.97M,1.30%
12/15/2023,0.6004,0.6432,0.6537,0.6001,282.37M,-6.68%
12/14/2023,0.6434,0.6671,0.6789,0.6142,406.39M,-3.55%
12/13/2023,0.6671,0.5781,0.6776,0.5431,563.96M,15.41%
12/12/2023,0.5781,0.5505,0.6059,0.5505,414.59M,5.01%
12/11/2023,0.5505,0.5946,0.5978,0.5234,467.93M,-7.41%
12/10/2023,0.5946,0.5779,0.6133,0.5701,376.15M,2.88%
12/9/2023,0.5779,0.5452,0.6459,0.5441,793.70M,5.99%
12/8/2023,0.5453,0.4544,0.5703,0.4516,584.56M,19.99%
12/7/2023,0.4544,0.4425,0.4579,0.4315,237.79M,2.69%
12/6/2023,0.4425,0.4254,0.4539,0.4168,341.75M,4.08%
12/5/2023,0.4252,0.4067,0.4255,0.3971,210.79M,4.52%
12/4/2023,0.4068,0.3947,0.4147,0.3939,239.05M,3.06%
12/3/2023,0.3947,0.397,0.4021,0.3876,148.30M,-0.59%
12/2/2023,0.397,0.3839,0.3971,0.3826,114.94M,3.43%
12/1/2023,0.3839,0.3757,0.3851,0.3736,100.91M,2.17%
11/30/2023,0.3757,0.3817,0.3825,0.3718,110.15M,-1.55%
11/29/2023,0.3817,0.3853,0.3885,0.3776,125.68M,-0.94%
11/28/2023,0.3853,0.3778,0.3876,0.3694,133.60M,1.97%
11/27/2023,0.3778,0.3872,0.3919,0.3714,118.31M,-2.44%
11/26/2023,0.3873,0.394,0.3953,0.3799,104.97M,-1.71%
11/25/2023,0.394,0.3861,0.3956,0.3846,100.39M,2.07%
11/24/2023,0.3861,0.387,0.3975,0.3839,155.56M,-0.26%
11/23/2023,0.387,0.3802,0.3871,0.3764,114.39M,1.80%
11/22/2023,0.3802,0.3568,0.3872,0.3558,141.54M,6.53%
11/21/2023,0.3569,0.3803,0.3897,0.3559,223.34M,-6.16%
11/20/2023,0.3803,0.3841,0.399,0.3782,172.54M,-0.99%
11/19/2023,0.3841,0.3772,0.3856,0.369,151.17M,1.83%
11/18/2023,0.3772,0.3672,0.3776,0.3494,194.15M,2.73%
11/17/2023,0.3672,0.3708,0.3781,0.3533,223.72M,-1.00%
11/16/2023,0.3709,0.3786,0.4093,0.3599,416.01M,-2.06%
11/15/2023,0.3787,0.3578,0.3793,0.3537,217.58M,5.85%
11/14/2023,0.3578,0.3569,0.3716,0.3421,227.96M,0.24%
11/13/2023,0.3569,0.3834,0.3884,0.3542,235.33M,-6.93%
11/12/2023,0.3835,0.3844,0.391,0.3716,226.06M,-0.23%
11/11/2023,0.3844,0.386,0.3948,0.3699,291.62M,-0.50%
11/10/2023,0.3863,0.3682,0.3879,0.3637,287.97M,4.94%
11/9/2023,0.3682,0.3577,0.3859,0.3456,359.39M,2.91%
11/8/2023,0.3578,0.3513,0.3601,0.3488,180.01M,1.84%
11/7/2023,0.3513,0.3624,0.3654,0.3342,231.76M,-3.04%
11/6/2023,0.3623,0.3419,0.3755,0.3376,188.42M,6.02%
11/5/2023,0.3417,0.3278,0.3498,0.3261,155.78M,4.25%
11/4/2023,0.3278,0.3291,0.3302,0.3209,136.87M,-0.41%
11/3/2023,0.3291,0.323,0.3291,0.3115,223.11M,1.92%
11/2/2023,0.323,0.3073,0.3291,0.2995,312.37M,5.11%
11/1/2023,0.3073,0.293,0.3086,0.2844,263.36M,4.85%
10/31/2023,0.293,0.303,0.3046,0.285,227.23M,-3.30%
10/30/2023,0.303,0.2954,0.3031,0.2921,171.60M,2.59%
10/29/2023,0.2954,0.291,0.2986,0.2885,89.66M,1.48%
10/28/2023,0.2911,0.2893,0.2974,0.2887,99.06M,0.60%
10/27/2023,0.2893,0.2872,0.2924,0.2808,133.19M,0.76%
10/26/2023,0.2872,0.2808,0.2972,0.2801,217.04M,2.27%
10/25/2023,0.2808,0.2791,0.2898,0.2764,188.83M,0.59%
10/24/2023,0.2791,0.2806,0.2938,0.2744,271.68M,-0.50%
10/23/2023,0.2806,0.2639,0.2808,0.2618,219.40M,6.32%
10/22/2023,0.2639,0.2586,0.2643,0.2563,65.62M,2.05%
10/21/2023,0.2586,0.2512,0.2626,0.2495,78.72M,2.95%
10/20/2023,0.2512,0.2469,0.253,0.2454,80.90M,1.76%
10/19/2023,0.2469,0.243,0.2469,0.2399,102.40M,1.60%
10/18/2023,0.243,0.2464,0.2479,0.2423,97.88M,-1.41%
10/17/2023,0.2464,0.2512,0.2518,0.2454,135.47M,-1.91%
10/16/2023,0.2512,0.2473,0.2593,0.2472,155.64M,1.60%
10/15/2023,0.2473,0.247,0.2484,0.2454,50.31M,0.12%
10/14/2023,0.247,0.2459,0.2477,0.2449,51.72M,0.46%
10/13/2023,0.2458,0.246,0.2497,0.2449,74.58M,-0.07%
10/12/2023,0.246,0.248,0.248,0.2429,58.25M,-0.80%
10/11/2023,0.248,0.2491,0.2496,0.2452,82.69M,-0.44%
10/10/2023,0.2491,0.2513,0.2531,0.2469,70.12M,-0.87%
10/9/2023,0.2513,0.2564,0.2586,0.249,98.47M,-2.01%
10/8/2023,0.2564,0.2587,0.2591,0.2553,47.92M,-0.87%
10/7/2023,0.2587,0.2646,0.2657,0.2567,78.48M,-2.24%
10/6/2023,0.2646,0.2602,0.2669,0.2602,47.34M,1.73%
10/5/2023,0.2601,0.259,0.2639,0.2566,55.59M,0.41%
10/4/2023,0.259,0.261,0.2612,0.2535,118.36M,-0.75%
10/3/2023,0.261,0.2591,0.2645,0.2576,168.97M,0.72%
10/2/2023,0.2591,0.2658,0.2695,0.2578,235.76M,-2.50%
10/1/2023,0.2658,0.254,0.2677,0.2537,164.48M,4.66%
9/30/2023,0.254,0.2494,0.2548,0.249,124.87M,1.81%
9/29/2023,0.2494,0.2489,0.2559,0.2477,215.45M,0.22%
9/28/2023,0.2489,0.2446,0.2507,0.2433,162.00M,1.74%
9/27/2023,0.2446,0.2454,0.2481,0.2426,121.06M,-0.30%
9/26/2023,0.2454,0.2459,0.2478,0.2434,96.27M,-0.22%
9/25/2023,0.2459,0.2428,0.2461,0.2415,100.85M,1.28%
9/24/2023,0.2428,0.2461,0.2462,0.2419,33.23M,-1.34%
9/23/2023,0.2461,0.2449,0.2468,0.2437,28.51M,0.49%
9/22/2023,0.2449,0.245,0.2464,0.2427,82.88M,-0.04%
9/21/2023,0.245,0.2517,0.2531,0.2449,62.90M,-2.66%
9/20/2023,0.2517,0.2548,0.2564,0.2502,57.52M,-1.22%
9/19/2023,0.2548,0.2515,0.2575,0.2509,57.65M,1.31%
