Date,Price,Open,High,Low,Vol.,Change %
4/5/2023,0.9997,0.9997,1,0.9994,912.41K,0.00%
4/4/2023,0.9997,0.9997,0.9999,0.9992,753.77K,0.01%
4/3/2023,0.9997,0.9994,0.9999,0.9992,639.56K,0.03%
4/2/2023,0.9994,0.9996,1,0.9991,371.68K,-0.02%
4/1/2023,0.9996,0.9997,1,0.9993,777.18K,0.00%
3/31/2023,0.9997,0.9996,0.9999,0.9991,872.88K,0.00%
3/30/2023,0.9997,0.9997,1,0.9994,1.19M,0.00%
3/29/2023,0.9997,0.9997,1,0.995,5.46M,-0.01%
3/28/2023,0.9997,0.9996,0.9999,0.9992,2.34M,0.02%
3/27/2023,0.9995,0.9996,0.9998,0.9979,799.83K,0.00%
3/26/2023,0.9996,0.9996,0.9999,0.9994,322.89K,0.00%
3/25/2023,0.9996,0.9997,0.9998,0.9992,554.95K,0.00%
3/24/2023,0.9996,0.9997,0.9999,0.998,2.21M,-0.01%
3/23/2023,0.9997,0.9995,0.9998,0.9993,1.04M,0.03%
3/22/2023,0.9995,1.0001,1.0003,0.9994,1.53M,-0.06%
3/21/2023,1.0001,0.9998,1.0009,0.9995,7.92M,0.01%
3/20/2023,1,0.9996,1.0008,0.9994,3.17M,0.04%
3/19/2023,0.9996,0.9997,0.9999,0.9994,1.01M,-0.01%
3/18/2023,0.9997,0.9997,0.9999,0.9996,1.06M,0.00%
3/17/2023,0.9997,0.9997,1.0002,0.9996,1.36M,0.01%
3/16/2023,0.9997,0.9996,1.001,0.9989,3.65M,0.01%
3/15/2023,0.9996,0.9994,1.0006,0.9977,6.53M,0.02%
3/14/2023,0.9994,0.9992,1.0009,0.9956,6.43M,0.02%
3/13/2023,0.9992,0.9927,1.0005,0.9868,9.72M,0.65%
3/12/2023,0.9927,0.9705,0.9939,0.943,3.74M,2.29%
3/11/2023,0.9705,0.9997,1.0094,0.8611,10.97M,-2.93%
3/10/2023,0.9997,0.9998,1.0005,0.999,5.03M,-0.01%
3/9/2023,0.9998,0.9999,1,0.9985,2.88M,-0.01%
3/8/2023,0.9999,0.9998,1,0.999,2.10M,0.01%
3/7/2023,0.9998,0.9998,1,0.9996,1.10M,-0.01%
3/6/2023,0.9998,0.9998,1.0005,0.9995,1.21M,0.01%
3/5/2023,0.9998,0.9999,0.9999,0.9994,323.60K,0.00%
3/4/2023,0.9998,0.9999,1,0.9998,158.42K,-0.01%
3/3/2023,0.9999,0.9997,1,0.9997,1.15M,0.02%
3/2/2023,0.9997,0.9997,0.9999,0.9991,1.69M,0.00%
3/1/2023,0.9997,0.9998,0.9999,0.9996,654.17K,0.00%
2/28/2023,0.9997,0.9998,1.0001,0.9995,1.21M,-0.01%
2/27/2023,0.9998,0.9998,0.9999,0.9991,707.16K,0.00%
2/26/2023,0.9998,0.9998,1,0.9996,398.74K,-0.01%
2/25/2023,0.9998,0.9996,0.9999,0.9995,805.53K,0.03%
2/24/2023,0.9996,0.9997,1,0.9993,1.29M,-0.01%
2/23/2023,0.9997,0.9998,0.9999,0.9996,845.94K,-0.01%
2/22/2023,0.9998,0.9999,0.9999,0.9989,805.04K,-0.01%
2/21/2023,0.9999,0.9999,1.0001,0.9998,821.96K,0.00%
2/20/2023,0.9999,0.9998,1.0078,0.9995,1.01M,0.01%
2/19/2023,0.9998,0.9998,0.9999,0.9995,571.38K,0.00%
2/18/2023,0.9998,0.9998,1,0.9997,570.76K,0.00%
2/17/2023,0.9998,0.9997,1,0.9994,1.12M,0.01%
2/16/2023,0.9997,0.9999,1.0002,0.9983,1.67M,-0.01%
2/15/2023,0.9999,0.9998,1,0.9996,1.32M,0.00%
2/14/2023,0.9998,0.9999,1,0.9988,2.29M,-0.01%
2/13/2023,0.9999,0.9996,1.0001,0.9989,1.07M,0.03%
2/12/2023,0.9996,0.9998,0.9999,0.9995,274.35K,-0.01%
2/11/2023,0.9998,0.9997,1.0001,0.9996,493.87K,0.00%
2/10/2023,0.9998,0.9995,0.9999,0.9992,1.54M,0.03%
2/9/2023,0.9995,0.9994,0.9998,0.9991,1.25M,0.01%
2/8/2023,0.9994,0.9995,0.9998,0.9991,700.69K,-0.01%
2/7/2023,0.9995,0.9994,1.0002,0.9986,1.63M,-0.03%
2/6/2023,0.9998,0.9995,1,0.9985,1.95M,0.03%
2/5/2023,0.9995,0.9996,1,0.9986,705.84K,-0.01%
